image_name,mos
10279904885.jpg,2.64077669902913
10280683815.jpg,3.7378640776699
10280835505.jpg,2.23
10283619534.jpg,3.69
10287677265.jpg,3.47058823529412
10289468185.jpg,3.69306930693069
10290759976.jpg,3.80582524271845
1029470257.jpg,2.63063063063063
10295875445.jpg,3.40366972477064
10296038236.jpg,2.55045871559633
10299438733.jpg,3.09803921568627
102995966.jpg,1.625
10316734944.jpg,3.46534653465347
10319186405.jpg,3.09803921568627
10319713194.jpg,1.26785714285714
10325321.jpg,3.875
10327985614.jpg,3.74311926605505
10329149264.jpg,3.73076923076923
10329235193.jpg,4.05357142857143
10330831494.jpg,2.76923076923077
10335072144.jpg,3.24299065420561
10336689775.jpg,3.34108527131783
103400056.jpg,3.96153846153846
10342569703.jpg,2.43689320388349
10344523015.jpg,2.92592592592593
10344921126.jpg,1.14678899082569
10346758803.jpg,3.38613861386139
10346796664.jpg,3.60576923076923
10349956885.jpg,3.68571428571429
10350497833.jpg,3.15238095238095
10351189716.jpg,3.26415094339623
10353620913.jpg,3.05882352941176
10358252894.jpg,3.31386861313869
10362672006.jpg,3.82692307692308
10366373284.jpg,3.875
1036840624.jpg,2.125
10371125786.jpg,2.41904761904762
10371211803.jpg,3.45132743362832
10372323314.jpg,3.42201834862385
10373546175.jpg,3.18181818181818
10375167904.jpg,3.17647058823529
10382843045.jpg,2.79807692307692
10387390396.jpg,3.64423076923077
10387844376.jpg,3.44954128440367
10388184626.jpg,3.81
10395523125.jpg,3.23762376237624
10397166423.jpg,3.64220183486239
10397631976.jpg,3.70093457943925
10399580503.jpg,3.77884615384615
10403509543.jpg,3.48076923076923
10407720764.jpg,2.43689320388349
10408374535.jpg,2.79439252336449
10408474376.jpg,3.96330275229358
10409059825.jpg,3.66037735849057
10410038143.jpg,3.90291262135922
10412894895.jpg,3.11
10414716033.jpg,3.64077669902913
10415628976.jpg,1.76859504132231
10415631353.jpg,2.59633027522936
104219737.jpg,2.91176470588235
10422425365.jpg,3.77227722772277
10422776735.jpg,3.50793650793651
10423472445.jpg,3.60909090909091
10429780626.jpg,3.5625
10430002553.jpg,3.84
10430335945.jpg,2.5188679245283
10440370734.jpg,2.43119266055046
10442628686.jpg,2.59285714285714
10446770756.jpg,3.62745098039216
10446810546.jpg,3.70642201834862
10451177016.jpg,3.59405940594059
10453950204.jpg,3.14953271028037
10458591.jpg,2.9009900990099
10458703674.jpg,2.35294117647059
10459022813.jpg,3.96261682242991
10463545414.jpg,3.00917431192661
10463583515.jpg,3.82
10464940425.jpg,3.58558558558559
10465121613.jpg,3.28971962616822
10465293055.jpg,3.78
10466350116.jpg,3.82142857142857
10466453556.jpg,2.05660377358491
10468110795.jpg,3.31132075471698
10468540574.jpg,3.48514851485149
10469774844.jpg,3.15454545454545
10471406506.jpg,2.07079646017699
10474002734.jpg,3.83018867924528
10475435053.jpg,3.14953271028037
10475658035.jpg,4.13761467889908
10481974434.jpg,2.56756756756757
10486107003.jpg,3.38834951456311
10490369963.jpg,2.48076923076923
10491358066.jpg,3.42574257425743
10491423125.jpg,3.60377358490566
10492897986.jpg,2.72641509433962
10505275743.jpg,3.85148514851485
10506082433.jpg,2.55555555555556
10512432565.jpg,3.51376146788991
10513907744.jpg,3.16326530612245
10516786036.jpg,3.8256880733945
10517436165.jpg,2.59047619047619
10520192995.jpg,3.04716981132075
10525460645.jpg,3.66346153846154
10526881085.jpg,2.6605504587156
10530470795.jpg,2.4811320754717
10532663625.jpg,3.56730769230769
10534454676.jpg,3.62857142857143
10535849673.jpg,2.8265306122449
10536668436.jpg,2.37692307692308
10538085833.jpg,2.875
10539008983.jpg,3.52293577981651
10539142034.jpg,3.74172185430464
10539341593.jpg,3.65346534653465
10544775715.jpg,2.75
10544833625.jpg,2.96039603960396
10544945153.jpg,2.82692307692308
10554234623.jpg,2.90265486725664
10556629035.jpg,3.64705882352941
10558118243.jpg,3.76785714285714
105620456.jpg,3.08333333333333
10567114974.jpg,3.37614678899083
10567188645.jpg,3.38679245283019
10568567754.jpg,3.81981981981982
10569725133.jpg,3.77570093457944
1057328504.jpg,2.25714285714286
10574233584.jpg,2.91089108910891
10575593285.jpg,3.18446601941748
10576676414.jpg,3.37007874015748
10579282866.jpg,3.41071428571429
1057997640.jpg,2.98095238095238
10581525775.jpg,3.26428571428571
10582113466.jpg,3.11538461538462
10583786994.jpg,3.27450980392157
10586872235.jpg,2.56603773584906
10589450596.jpg,3.27777777777778
10597114264.jpg,3.65714285714286
10602786066.jpg,2.0462962962963
10603218265.jpg,3.68571428571429
10604417276.jpg,3.8019801980198
10605846204.jpg,3.54128440366972
10609356094.jpg,3.47619047619048
10614052044.jpg,3.80733944954128
10615424764.jpg,3.66346153846154
10617981003.jpg,2.47619047619048
10619909515.jpg,3.26168224299065
10620203775.jpg,1.80392156862745
10620356404.jpg,3.16981132075472
1062133952.jpg,3.22522522522523
10625988224.jpg,3.35294117647059
10628337356.jpg,3.67307692307692
10628497685.jpg,3.07339449541284
10628645805.jpg,3.93137254901961
10631219374.jpg,3.5462962962963
10631630073.jpg,1.84761904761905
1063351510.jpg,2.74311926605505
10633933603.jpg,3.15178571428571
10635160054.jpg,3.49193548387097
1063722220.jpg,3.03603603603604
10642085843.jpg,3.83177570093458
10644234544.jpg,3.03703703703704
106456452.jpg,1.99
10660362264.jpg,3.76190476190476
10660571735.jpg,2.83035714285714
10660620125.jpg,3.7027027027027
106652866.jpg,2.89795918367347
10665464526.jpg,3.8952380952381
10676427864.jpg,3.78787878787879
1067765170.jpg,2.86915887850467
10678199353.jpg,3.51851851851852
10678350303.jpg,3.50877192982456
10679134563.jpg,2.22448979591837
10680153225.jpg,2.66037735849057
10680502673.jpg,3.97196261682243
10680715605.jpg,2.40909090909091
10680932454.jpg,2.91666666666667
10683218616.jpg,3.60714285714286
10686332213.jpg,3.11320754716981
10689376076.jpg,3.13157894736842
10689538413.jpg,3.76851851851852
10689722684.jpg,3.88888888888889
10690294454.jpg,3.62385321100917
10692654005.jpg,3.46728971962617
10692667386.jpg,3.60194174757282
10692857705.jpg,3.58823529411765
10693826785.jpg,2.98076923076923
10694350076.jpg,3.61682242990654
10698962263.jpg,2.60606060606061
10705911926.jpg,3.61
10706770686.jpg,3.79245283018868
10713772814.jpg,3.21296296296296
10714662986.jpg,4.02654867256637
10715577856.jpg,2.63809523809524
10721124556.jpg,3.14545454545455
10723077086.jpg,3.55660377358491
10724461514.jpg,3.65740740740741
10724889206.jpg,3.35714285714286
10728525673.jpg,3.54807692307692
10730634575.jpg,3.07692307692308
10732971054.jpg,2.8921568627451
10733259996.jpg,3.23
10737029565.jpg,3.32380952380952
10740242265.jpg,3.57
10740725955.jpg,3.92156862745098
10740727595.jpg,3.74311926605505
10745415703.jpg,3.48543689320388
10745932825.jpg,3.45283018867925
10747724694.jpg,3.08823529411765
107505789.jpg,3.1
10751799554.jpg,3.70588235294118
1075190309.jpg,2.48181818181818
10762659033.jpg,2.58
10765812585.jpg,2.66981132075472
10767441335.jpg,3.77884615384615
10770026303.jpg,3.64150943396226
10770700455.jpg,3.26363636363636
10773126784.jpg,3.87254901960784
10775358296.jpg,2.41071428571429
10776111906.jpg,3.7029702970297
107799222.jpg,3.73529411764706
10783395635.jpg,3.60550458715596
10784159775.jpg,3.83333333333333
10786271105.jpg,3.49090909090909
10787038944.jpg,3.25
10787258285.jpg,3.68181818181818
10790803694.jpg,3.63571428571429
10791502435.jpg,3.7
10792125886.jpg,3.51162790697674
10798439785.jpg,3.13725490196078
10799367156.jpg,3.75238095238095
10799853136.jpg,3.49532710280374
10805317444.jpg,2.98019801980198
10806677866.jpg,3.25242718446602
10813730303.jpg,2.43225806451613
10814874265.jpg,3.73584905660377
10819001424.jpg,1.81730769230769
10819132874.jpg,3.66990291262136
10819329365.jpg,3.15841584158416
10827568885.jpg,3.8348623853211
10828147985.jpg,2.99074074074074
10828395135.jpg,3.70093457943925
10829329963.jpg,3.72897196261682
10836905604.jpg,3.72815533980583
10843403305.jpg,3.51923076923077
10847909336.jpg,1.95192307692308
10849117054.jpg,3.09259259259259
10849700404.jpg,3.61682242990654
1084984228.jpg,2.31481481481481
1085590803.jpg,1.9047619047619
10856434794.jpg,2.61946902654867
10856757.jpg,2.19266055045872
10858952303.jpg,2.63207547169811
10861031374.jpg,3.40384615384615
10862487886.jpg,3.33644859813084
10864812016.jpg,3.04716981132075
10865798996.jpg,3.85
10866463396.jpg,3.45192307692308
10866561184.jpg,3.86666666666667
10868390853.jpg,3.66153846153846
10872249945.jpg,3.86666666666667
10875461386.jpg,3.02803738317757
10880314705.jpg,3.82882882882883
10882856833.jpg,3.27777777777778
10883456586.jpg,2.09615384615385
1089100444.jpg,3.33962264150943
10893404795.jpg,2.42
10895044423.jpg,2.24770642201835
10897840884.jpg,3.76415094339623
10898287705.jpg,2.68224299065421
10898689245.jpg,3.36607142857143
10899733355.jpg,3.62790697674419
10900020096.jpg,3.50943396226415
10905088155.jpg,3.33333333333333
10905114716.jpg,2.85714285714286
10906887886.jpg,2.57843137254902
1090979049.jpg,3.09259259259259
10910262455.jpg,2.60952380952381
10911046243.jpg,3.76699029126214
10911095273.jpg,3.66355140186916
10912602716.jpg,3.66917293233083
10915557435.jpg,2.5047619047619
10917741563.jpg,3.67924528301887
10921653346.jpg,4.04587155963303
10921880365.jpg,3.53333333333333
10923819485.jpg,2.5607476635514
10925112255.jpg,1.89795918367347
10927420963.jpg,3.46846846846847
10931213005.jpg,2.7196261682243
10932590295.jpg,2.43518518518519
10933722123.jpg,2.98165137614679
10936496124.jpg,3.27450980392157
10937404313.jpg,3.18181818181818
10947519133.jpg,3.65714285714286
10948257133.jpg,2.57281553398058
10953973716.jpg,3.66990291262136
10961758274.jpg,3.79439252336449
10967023396.jpg,3.0952380952381
10968711744.jpg,3.90384615384615
10980930876.jpg,3.64485981308411
10981006796.jpg,1.70707070707071
109825878.jpg,2.39622641509434
10983119996.jpg,3.06930693069307
10990397626.jpg,2.35185185185185
10990887046.jpg,3.06849315068493
11004139923.jpg,3.42574257425743
11005410885.jpg,3.05309734513274
11006895124.jpg,3.38834951456311
1100873520.jpg,2.85046728971963
11009340314.jpg,3.34313725490196
11010062705.jpg,3.48514851485149
11013892854.jpg,2.05405405405405
11016309165.jpg,3.2952380952381
11016485883.jpg,3.52336448598131
11018079835.jpg,3.81818181818182
1101948952.jpg,3.75
11021514993.jpg,3.48
11021929275.jpg,3.65346534653465
11023346856.jpg,3.26923076923077
11031973684.jpg,3.68468468468468
11033459414.jpg,3.40776699029126
110356262.jpg,2.35849056603774
11035760784.jpg,3.41509433962264
1103755154.jpg,3.67567567567568
11051034136.jpg,3.42592592592593
11051374673.jpg,3.27
11051749575.jpg,3.26
11054039594.jpg,2.5981308411215
11054638863.jpg,3.22549019607843
11054899145.jpg,3.69090909090909
11054955216.jpg,2.40566037735849
11058112996.jpg,2.27619047619048
11060185873.jpg,3.3963963963964
11061633946.jpg,2.40384615384615
11062902804.jpg,3.61682242990654
11063650646.jpg,3.21495327102804
11068654734.jpg,3.40776699029126
11071132393.jpg,3.60576923076923
11078122366.jpg,3.60952380952381
11079282234.jpg,3.71323529411765
11081975613.jpg,3.53921568627451
11087687983.jpg,3.87387387387387
11089447095.jpg,3.42056074766355
11095381506.jpg,3.87
11097661494.jpg,3.68269230769231
11098121724.jpg,3.66363636363636
11109548195.jpg,3.27102803738318
11111585533.jpg,4.06422018348624
11118140253.jpg,3.60576923076923
11124139926.jpg,2.79047619047619
11126091314.jpg,2.64077669902913
11126232436.jpg,2.93203883495146
11126652126.jpg,3.02912621359223
11139368236.jpg,3.58181818181818
11139580153.jpg,2.67326732673267
11141708043.jpg,3.46
11143825565.jpg,3.32110091743119
11148529964.jpg,3.09917355371901
11149566996.jpg,2.81372549019608
11150131936.jpg,3.2803738317757
11153943035.jpg,3.1734693877551
11155257336.jpg,3.07407407407407
11156365526.jpg,2.81481481481481
11158314215.jpg,2.68224299065421
11159983896.jpg,3.60377358490566
11163249414.jpg,3.41237113402062
11165746213.jpg,3.45631067961165
11169904264.jpg,3.4811320754717
11170758174.jpg,3.25
11170786154.jpg,3.51851851851852
11172371243.jpg,3.77227722772277
11175382195.jpg,2.82142857142857
11175538013.jpg,3.66666666666667
11183022383.jpg,2.62857142857143
11201160185.jpg,3.24299065420561
11208321473.jpg,3.56730769230769
11209059333.jpg,3.19444444444444
11209188974.jpg,3.44761904761905
11209221046.jpg,3.14432989690722
11209649786.jpg,3.44230769230769
11215941184.jpg,3.62857142857143
11216436636.jpg,3.66666666666667
11218793016.jpg,3.23148148148148
11219420725.jpg,3.65346534653465
11221904805.jpg,3.73584905660377
11226958966.jpg,3.75438596491228
11229777185.jpg,3.37962962962963
11232665444.jpg,2.19266055045872
11239106136.jpg,2.99275362318841
11241096796.jpg,3.57009345794393
11242015725.jpg,3.36633663366337
11245083256.jpg,3.37614678899083
11245781693.jpg,3.51485148514851
11250215644.jpg,3.59259259259259
11251138933.jpg,3.51401869158878
11252383376.jpg,3.57
11252644224.jpg,3.33980582524272
11253432804.jpg,3.25
11256485296.jpg,3.21153846153846
11256776836.jpg,3.56363636363636
11260247205.jpg,3.82
11260270773.jpg,3.67647058823529
11260385706.jpg,3.62135922330097
11262156493.jpg,3.7984496124031
11264048414.jpg,1.7962962962963
11268202995.jpg,2.59633027522936
11269474243.jpg,3.74747474747475
11269626135.jpg,3.88349514563107
11270256213.jpg,3.44761904761905
11270280904.jpg,2.25714285714286
11273127766.jpg,3.86538461538462
11273190884.jpg,3.74545454545455
11275584366.jpg,2.80952380952381
11287273183.jpg,3.73584905660377
11288559554.jpg,3.21495327102804
11291450085.jpg,3.08490566037736
11292980633.jpg,3.50354609929078
11293176185.jpg,3.27184466019417
11293946974.jpg,3.7029702970297
11294894953.jpg,3.17117117117117
11295475784.jpg,2.83495145631068
11297504114.jpg,3.07920792079208
11297570034.jpg,3.05769230769231
11301386435.jpg,3.80909090909091
11302087114.jpg,3.57272727272727
1130601148.jpg,3.64485981308411
11307198154.jpg,3.86
11310848503.jpg,3.60747663551402
11316105544.jpg,3.85321100917431
11320098306.jpg,2.93518518518519
11321228905.jpg,3.8411214953271
11324704676.jpg,2.86486486486486
11325081573.jpg,2.80769230769231
11327123904.jpg,3.62376237623762
11333447674.jpg,3.86238532110092
11333611705.jpg,3.25233644859813
11333782783.jpg,3.57407407407407
11335231214.jpg,3.44761904761905
11338371864.jpg,3.44117647058824
11339056674.jpg,3.40952380952381
11341117543.jpg,3.19191919191919
11346267905.jpg,3.55555555555556
11347140483.jpg,3.05405405405405
11353895754.jpg,3.67924528301887
11356760053.jpg,3.68
113663782.jpg,3.54545454545455
11369797883.jpg,3.74
113701797.jpg,2.80952380952381
11370407443.jpg,2.70754716981132
11372421485.jpg,3.34313725490196
11378848184.jpg,3.34862385321101
11381486584.jpg,2.97272727272727
11382799454.jpg,3.71287128712871
11389102005.jpg,3.23300970873786
11389330254.jpg,3.36538461538462
11393787465.jpg,1.79047619047619
11396447303.jpg,2.83653846153846
11399456186.jpg,3.30769230769231
11404463006.jpg,2.99038461538462
11406584295.jpg,3.12380952380952
11407368256.jpg,3.66964285714286
11407704456.jpg,3.61165048543689
11407835876.jpg,3.19117647058824
11407862453.jpg,3.62727272727273
11408091114.jpg,3.5462962962963
11408307524.jpg,3.38317757009346
11408357925.jpg,3.14814814814815
11408443745.jpg,3.31
11410644126.jpg,3.31775700934579
11410690075.jpg,3.52884615384615
11414474354.jpg,1.71153846153846
11414784395.jpg,3.51298701298701
11416241303.jpg,3.45045045045045
11419816946.jpg,3.74380165289256
11424871693.jpg,2.41666666666667
11426976205.jpg,2.34234234234234
11432746805.jpg,3.4070796460177
11433127464.jpg,3.0
11433593823.jpg,3.30188679245283
11436378704.jpg,3.93203883495146
11436390143.jpg,3.57281553398058
11436508006.jpg,3.32231404958678
11437542656.jpg,3.11111111111111
11438612393.jpg,2.21428571428571
11439591215.jpg,2.18811881188119
11446005074.jpg,3.89814814814815
11452299875.jpg,3.78095238095238
11453100924.jpg,3.88785046728972
11456199025.jpg,2.2843137254902
11459826225.jpg,3.30275229357798
11460414725.jpg,3.52941176470588
11461273913.jpg,3.61538461538462
11474376103.jpg,2.94642857142857
11476172786.jpg,3.69306930693069
11477250346.jpg,3.81553398058252
11484412296.jpg,3.24074074074074
11490304024.jpg,2.96261682242991
11495616074.jpg,2.36792452830189
11498400544.jpg,2.9
11499073263.jpg,2.12844036697248
11501016504.jpg,3.11428571428571
11501322724.jpg,3.79090909090909
11503076944.jpg,3.82178217821782
11504259765.jpg,2.63106796116505
11504601393.jpg,2.94339622641509
11506037556.jpg,2.93382352941176
11509515706.jpg,2.35398230088496
11511265293.jpg,1.875
11514342335.jpg,3.66019417475728
11515148456.jpg,3.33962264150943
11518631385.jpg,2.24299065420561
11519797605.jpg,3.76635514018692
11520125355.jpg,3.47572815533981
11521791886.jpg,2.94230769230769
11522920033.jpg,3.14423076923077
11522984926.jpg,2.58992805755396
11523093675.jpg,3.68867924528302
1152554814.jpg,2.42056074766355
11527524903.jpg,2.29
115290990.jpg,2.58653846153846
11529156723.jpg,3.6
11533404563.jpg,3.44761904761905
11535275706.jpg,3.76237623762376
11541375264.jpg,2.88888888888889
11546100824.jpg,3.56122448979592
11548683805.jpg,2.57017543859649
1154962046.jpg,1.59047619047619
11551017545.jpg,3.44554455445545
11554709013.jpg,3.57575757575758
11555549865.jpg,3.25961538461538
11559530473.jpg,3.23636363636364
1159028861.jpg,3.68807339449541
11706252.jpg,2.21495327102804
117172917.jpg,3.3495145631068
1172858625.jpg,3.52293577981651
1194894463.jpg,3.40952380952381
1195689121.jpg,2.21904761904762
1202598832.jpg,3.26168224299065
120328351.jpg,2.4811320754717
120459577.jpg,2.91919191919192
120983206.jpg,3.36792452830189
121123359.jpg,4.31
122346209.jpg,2.25714285714286
122553631.jpg,2.39252336448598
122760647.jpg,2.91919191919192
123242995.jpg,3.31313131313131
1240561841.jpg,3.83333333333333
1241002913.jpg,2.90291262135922
1249337589.jpg,3.64356435643564
1252945239.jpg,1.63207547169811
125829275.jpg,2.27184466019417
1266777709.jpg,3.33018867924528
127977276.jpg,3.98989898989899
128079586.jpg,3.2156862745098
128293583.jpg,3.75490196078431
1286765019.jpg,3.65714285714286
128715765.jpg,3.10891089108911
128781220.jpg,3.27272727272727
1288155068.jpg,3.15384615384615
1289162225.jpg,3.28318584070796
129023751.jpg,3.92929292929293
1292518332.jpg,3.48543689320388
12949713.jpg,4.15384615384615
1295925783.jpg,2.21782178217822
1296759644.jpg,2.24
1296775174.jpg,2.39423076923077
1297819816.jpg,3.69724770642202
1302738127.jpg,3.79279279279279
1306121832.jpg,2.12380952380952
1306193020.jpg,2.25
1312413141.jpg,1.75
1313706108.jpg,2.2803738317757
1314838096.jpg,3.35353535353535
1315889745.jpg,2.13084112149533
1316239068.jpg,3.30769230769231
1317678723.jpg,2.42574257425743
132921013.jpg,3.74509803921569
1329449674.jpg,2.75757575757576
1329713028.jpg,3.06
1331642031.jpg,2.96428571428571
1332211559.jpg,1.86407766990291
13325497.jpg,3.29411764705882
133829142.jpg,1.95959595959596
134343714.jpg,2.52941176470588
1348094685.jpg,3.74074074074074
1348788122.jpg,2.875
1351464251.jpg,3.56435643564356
1351917139.jpg,3.24778761061947
1352428885.jpg,2.85981308411215
135352055.jpg,1.60606060606061
135403304.jpg,1.97058823529412
1357295757.jpg,3.53658536585366
1360063696.jpg,3.55238095238095
1360663704.jpg,3.82727272727273
1362231035.jpg,3.67
136287514.jpg,1.86538461538462
1367218588.jpg,2.11320754716981
1368120580.jpg,3.93636363636364
136948336.jpg,3.9811320754717
1375320148.jpg,3.0873786407767
137731604.jpg,1.83653846153846
137841242.jpg,3.62
138750201.jpg,3.125
1387568510.jpg,2.03846153846154
1392405539.jpg,3.23711340206186
139253033.jpg,2.16981132075472
1396109073.jpg,3.28828828828829
139611767.jpg,1.71717171717172
1396758393.jpg,3.02
139999071.jpg,1.97142857142857
1402675396.jpg,2.08928571428571
1404458044.jpg,2.53465346534653
1408118135.jpg,2.67272727272727
1408827056.jpg,2.22549019607843
14092652.jpg,3.62616822429907
1410303503.jpg,3.50961538461538
141087919.jpg,3.97979797979798
1413089132.jpg,2.55769230769231
141683460.jpg,3.6078431372549
1418012844.jpg,1.85436893203884
142117255.jpg,3.53333333333333
142607218.jpg,3.0952380952381
1427484100.jpg,3.56310679611651
1428835063.jpg,2.97087378640777
1429120335.jpg,3.13084112149533
1429419760.jpg,3.56756756756757
1429848565.jpg,3.49
1430765461.jpg,2.93396226415094
1431934782.jpg,3.26785714285714
143394138.jpg,2.14150943396226
1434258458.jpg,3.51401869158878
143622689.jpg,3.38095238095238
143643298.jpg,1.83653846153846
143899204.jpg,2.67924528301887
144272742.jpg,1.8952380952381
1446670895.jpg,3.27358490566038
145089144.jpg,1.68867924528302
145215893.jpg,1.35576923076923
145517507.jpg,2.52777777777778
1459611891.jpg,2.29807692307692
1461013559.jpg,3.33636363636364
1465282532.jpg,2.31730769230769
1465706268.jpg,3.18269230769231
1466864952.jpg,2.75193798449612
146926363.jpg,1.31428571428571
1473138944.jpg,2.20588235294118
147639760.jpg,2.81
147783170.jpg,2.31730769230769
1487386722.jpg,2.08490566037736
14898266.jpg,2.45871559633028
1490095554.jpg,3.0873786407767
1492755190.jpg,3.20909090909091
1494601659.jpg,2.20588235294118
149795981.jpg,3.39805825242718
149836125.jpg,2.84313725490196
149867784.jpg,3.71428571428571
1500316824.jpg,3.55769230769231
15012954.jpg,2.01923076923077
1511406857.jpg,3.81730769230769
1513796016.jpg,3.64761904761905
1516506386.jpg,3.43809523809524
1519242706.jpg,3.64150943396226
1519650440.jpg,2.99074074074074
1527228794.jpg,1.99242424242424
152780037.jpg,2.55555555555556
1529757375.jpg,3.46534653465347
153557108.jpg,3.51923076923077
153876946.jpg,3.03846153846154
1539716347.jpg,2.46666666666667
1540229828.jpg,3.76146788990826
154270569.jpg,3.63366336633663
1543375325.jpg,1.90654205607477
1543929747.jpg,2.32692307692308
154603426.jpg,3.42574257425743
154740129.jpg,1.25471698113208
155289213.jpg,2.79807692307692
155365010.jpg,1.81
155711788.jpg,1.47619047619048
155797839.jpg,3.95192307692308
1558503807.jpg,3.22
156015117.jpg,3.28155339805825
156117321.jpg,2.20408163265306
1561250178.jpg,3.21495327102804
1562015932.jpg,3.04672897196262
156266461.jpg,2.50943396226415
156451756.jpg,2.85858585858586
1565882132.jpg,2.62135922330097
1571972975.jpg,2.83809523809524
1572596360.jpg,2.97115384615385
1572804254.jpg,2.91176470588235
1573719804.jpg,3.63963963963964
1576235224.jpg,2.10377358490566
1580074951.jpg,3.40566037735849
158100229.jpg,3.01960784313725
159144665.jpg,3.82075471698113
159838722.jpg,3.78787878787879
160123908.jpg,3.33653846153846
16057476.jpg,2.4954128440367
16079437.jpg,2.96261682242991
160981911.jpg,3.41904761904762
160999577.jpg,2.15686274509804
161483962.jpg,3.05714285714286
161551525.jpg,2.65714285714286
1626230781.jpg,1.63106796116505
163208499.jpg,2.02970297029703
1634910276.jpg,3.72222222222222
163666873.jpg,2.73469387755102
163977327.jpg,1.83962264150943
1646704912.jpg,3.14851485148515
165074300.jpg,3.7156862745098
16523804.jpg,2.54205607476635
1654836945.jpg,2.85714285714286
1663721615.jpg,1.56481481481481
166528976.jpg,3.36792452830189
1669800671.jpg,3.27619047619048
1674951001.jpg,2.73394495412844
1679551869.jpg,3.5
16799807.jpg,2.53398058252427
1682888994.jpg,3.50925925925926
1693839090.jpg,1.85046728971963
169625095.jpg,2.66019417475728
169779095.jpg,3.49038461538462
1708787959.jpg,3.15596330275229
171857013.jpg,2.83018867924528
174715115.jpg,2.05825242718447
1748861184.jpg,3.23423423423423
175326787.jpg,2.34653465346535
1755366250.jpg,1.56190476190476
17606027.jpg,3.58715596330275
176663631.jpg,3.48514851485149
1777841357.jpg,3.03883495145631
178403727.jpg,2.20754716981132
1792473649.jpg,3.72972972972973
1794888173.jpg,2.81481481481481
1795186582.jpg,2.34862385321101
1796317547.jpg,3.85576923076923
1797683075.jpg,2.29906542056075
